GalaxyId,e1,e2
1,-0.193511,0.142878
2,0.373185,0.244723
3,0.0862031,-0.335964
4,-0.286163,0.00479339
5,-0.242078,-0.878299
6,0.384710,0.105490
7,0.113012,-0.466111
8,-0.0199883,0.356068
9,0.192366,0.338956
10,0.0453790,0.245451
11,-0.192055,0.720450
12,-0.146869,-0.122519
13,-0.262847,0.279538
14,0.544963,0.837241
15,-0.429271,0.266801
16,0.148033,0.0328136
17,0.439901,-0.543265
18,-0.486738,0.191268
19,-0.0683826,0.274592
20,0.159984,0.0924703
21,0.0150065,0.477517
22,-0.236884,-0.307235
23,0.385892,-0.658964
24,0.308288,-0.176293
25,-0.335460,-0.0463039
26,-0.0341791,-0.317108
27,-0.394994,0.108014
28,0.324274,0.192924
29,0.0108813,0.0831500
30,0.0957371,-0.0802004
31,-0.121732,-0.276034
32,0.175778,0.575810
33,0.183521,0.0887255
34,-0.105623,0.323160
35,-0.314557,-0.133283
36,0.173732,0.405224
37,0.285043,-0.719529
38,0.209935,-0.0175544
39,0.179780,-0.0626943
40,-0.0385924,-0.0786325
41,0.134388,-0.350656
42,0.0170930,0.291698
43,-0.420491,-0.473783
44,-0.284423,-0.259170
45,0.749648,0.156266
46,0.275724,0.236965
47,-0.638484,-0.514968
48,0.0404123,0.157962
49,0.206332,-0.135171
50,-0.125009,0.246939
51,-0.118895,0.184016
52,0.167517,0.201747
53,-0.0903914,0.397220
54,0.00783260,0.0518956
55,-0.0362157,0.325017
56,-0.154155,0.139367
57,-0.257709,0.296155
58,-0.0643110,0.125095
59,-0.124904,-0.0634568
60,-0.0802999,0.0398012
61,0.200849,-0.124784
62,0.242227,-0.148798
63,-0.129607,-0.248903
64,0.297380,0.0145119
65,-0.0196099,0.166799
66,-0.685528,0.261381
67,0.414960,0.148698
68,-0.0411272,0.133508
69,0.151797,0.158523
70,-0.389584,0.0167342
71,0.319696,-0.134312
72,0.220421,-0.000429440
73,-0.200675,-0.104264
74,-0.122721,0.381282
75,0.0607685,0.0904340
76,-0.160835,-0.402068
77,0.0484052,0.148044
78,0.325453,-0.188621
79,0.439153,-0.405170
80,-0.206479,0.191755
81,-0.266822,0.120405
82,0.222532,0.451712
83,-0.0561295,-0.622559
84,-0.480393,0.128945
85,-0.112449,0.238910
86,0.0939572,0.0936733
87,0.370226,0.275129
88,0.0186060,0.0111565
89,0.0849515,0.323195
90,-0.0761572,-0.0739465
91,0.131280,-0.254538
92,-0.120546,0.0897617
93,-0.291057,0.362652
94,0.165466,-0.0491809
95,0.0832286,0.476405
96,-0.151152,-0.0701221
97,0.0119060,-0.173526
98,0.176416,0.250891
99,0.112373,0.606918
100,0.180440,0.305827
101,0.389261,-0.0243278
102,-0.355652,0.211132
103,-0.163003,0.141147
104,0.114231,0.578998
105,-0.252222,0.0564807
106,0.0344102,0.171852
107,0.235693,-0.0402814
108,0.302634,0.168745
109,0.417101,0.387226
110,-0.161157,-0.129710
111,-0.0579991,0.197113
112,-0.493954,0.0497988
113,-0.0632729,0.504302
114,-0.229563,0.273148
115,0.238973,0.0788392
116,-0.199822,-0.116358
117,-0.0171828,-0.140851
118,0.167566,-0.578739
119,0.156509,-0.274171
120,-0.644802,0.0127982
121,0.00174613,0.844396
122,-0.333691,-0.362311
123,0.0226212,0.213447
124,-0.162921,0.217013
125,0.530578,0.0982884
126,0.172445,0.431887
127,-0.334446,0.899419
128,-0.0161310,0.493324
129,-0.315970,0.231616
130,0.317517,-0.423969
131,0.277045,0.186433
132,0.0880195,0.334271
133,-0.351192,-0.445374
134,0.108254,0.0840949
135,-0.468122,0.145942
136,0.124094,0.512093
137,0.165566,0.0647631
138,-0.336093,0.593609
139,-0.337042,0.218758
140,0.648073,-0.403144
141,-0.0276307,-0.0961516
142,-0.381541,0.525841
143,0.115436,0.0518167
144,0.254667,0.00577171
145,-0.681691,0.531141
146,0.316821,0.364183
147,0.400599,-0.650039
148,-0.351731,0.0402993
149,-0.0959192,-0.194654
150,0.334734,0.126963
151,0.0398680,-0.279623
152,0.238026,0.481842
153,0.175080,-0.120419
154,0.00936894,-0.369929
155,-0.418213,-0.258584
156,-0.176741,-0.379952
157,-0.276364,0.218039
158,0.0195895,-0.224431
159,-0.104130,0.363323
160,-0.00895583,0.192909
161,0.321400,0.293501
