GalaxyId,e1,e2
1,-0.14889,-0.080147
2,0.173861,-0.0651546
3,-0.0142376,0.0415218
4,-0.011356,0.222898
5,0.0204374,0.0551593
6,0.0813813,-0.213621
7,-0.17676,0.0608263
8,0.180653,-0.177612
9,-0.141415,-0.137999
10,-0.0858121,0.0295889
11,0.0928451,-0.207885
12,0.034023,-0.0862808
13,-0.125719,0.0258315
14,0.2516,0.102901
15,-0.267994,0.0298503
16,-0.171003,-0.0205641
17,-0.170925,-0.16601
18,0.0740124,0.0760211
19,0.0790773,-0.047462
20,0.0299306,-0.0488056
21,0.194975,0.077802
22,-0.0416868,0.0235994
23,-0.202658,0.0427028
24,-0.149269,0.198687
25,0.057026,-0.00491309
26,0.235536,-0.048993
27,0.135612,0.0407771
28,-0.00837622,-0.0587885
29,0.0684669,-0.126938
30,-0.311573,-0.228494
31,-0.162342,-0.150197
32,0.083965,-0.289076
33,-0.0439253,-0.0418706
34,-0.198784,-0.134378
35,-0.134924,-0.194348
36,-0.0167208,-0.184359
37,0.27658,0.0699705
38,-0.091099,-0.0399517
39,0.374529,0.0996301
40,-0.034417,0.107641
41,-0.0696914,0.0228566
42,0.146039,-0.152236
43,-0.0635395,-0.18736
44,-0.0796622,0.025783
45,-0.132893,-0.01292
46,-0.027045,0.0481801
47,-0.118627,-0.146036
48,0.0641916,-0.128327
49,0.214971,0.236806
50,-0.0523623,0.183833
51,-0.10356,0.0476906
52,-0.0282378,0.117932
53,0.00566748,0.0802868
54,-0.0770388,-0.0633192
55,0.100767,0.302163
56,0.0346158,-0.0701745
57,-0.0526781,0.153336
58,-0.0372366,-0.0752153
59,0.146064,0.0550166
60,-0.327165,-0.02993
61,-0.201002,0.209445
62,0.0399454,0.0649332
63,0.0537586,0.0240448
64,0.176031,0.0228962
65,-0.13724,-0.195006
66,0.0857818,-0.247743
67,0.0270631,-0.0423224
68,-0.113855,0.0703377
69,0.187941,-0.150086
70,-0.0672931,0.00925638
71,-0.0819101,-0.0818579
72,-0.103902,-0.0952915
73,0.142312,0.136463
74,0.110115,0.192376
75,-0.133623,0.164683
76,-0.185581,0.00790561
77,0.00866288,0.231119
78,0.104326,-0.222935
79,-0.010775,-0.163388
80,-0.253438,0.0433515
81,0.0516198,-0.290908
82,-0.017244,-0.106362
83,0.167007,-0.116159
84,0.02112,0.103159
85,-0.0951579,0.0529969
86,-0.317491,-0.202492
87,-0.0660637,0.187464
88,0.174478,0.0376699
89,-0.12089,0.00791523
90,-0.0164887,0.0834906
91,-0.230345,0.228074
92,-0.237135,-0.00638686
93,0.214841,0.274941
94,0.0973875,0.117834
95,-0.0483153,0.102919
96,-0.095949,-0.209378
97,-0.0188771,0.0809724
98,0.351738,0.0910706
99,-0.0623503,0.0765951
100,0.179639,0.187672
101,0.0689388,-0.0539775
102,-0.235003,-0.0294051
103,0.314647,-0.154937
104,0.0147172,-0.0251003
105,-0.0598406,0.030529
106,-0.41836,0.107136
107,0.194257,0.0914146
108,0.0887178,0.0490058
109,-0.239805,-0.129652
110,-0.0860842,-0.0511501
111,0.155078,-0.230231
112,0.314807,0.0752195
113,-0.205831,-0.0755576
114,0.0743387,-0.082997
115,-0.119057,0.0823764
116,-0.213899,0.0405318
117,-0.110754,0.110527
118,0.0805362,0.0720656
119,0.0596195,0.0481313
120,-0.0645612,-0.100024
121,0.169538,0.123758
122,0.123162,0.0228788
123,0.0296256,-0.050464
124,-0.103457,0.187334
125,-0.169655,0.0939612
126,0.221427,0.0902191
127,0.091599,0.192708
128,-0.139124,-0.119136
129,-0.379491,0.182583
130,-0.086253,0.146179
131,0.237988,0.158236
132,-0.177833,-0.13949
133,-0.218983,0.0533672
134,0.0375522,-0.0618394
135,0.201396,0.127438
136,-0.0770107,0.100244
137,-0.0208068,0.0708615
138,0.0918262,-0.0300634
139,-0.051051,-0.247545
140,0.27723,0.0876954
141,-0.0757084,0.0725261
142,-0.330347,-0.0428705
143,0.11747,-0.0623862
144,0.405303,0.0932254
145,-0.0603752,0.0655491
146,-0.0549062,0.232113
147,0.128477,0.0404255
148,-0.150235,-0.189921
149,0.000237506,0.0702057
150,-0.0430809,-0.00212737
151,0.0500143,-0.127568
152,-0.123346,0.157232
153,0.115298,0.163735
154,-0.0812964,0.142646
155,0.222473,0.0474372
156,4.59074e-05,-0.127365
157,-0.285117,-0.0834442
158,-0.0342427,0.073198
159,-0.207899,0.0510408
160,0.180828,-0.0792537
161,-0.211168,-0.122558
162,-0.127084,-0.221321
163,-0.0547,0.00131446
164,0.0348679,0.0423551
165,0.167368,0.02077
166,-0.161108,-0.10158
167,-0.120032,0.0203353
168,0.204672,-0.0212678
169,-0.0715911,-0.186193
170,-0.0930471,0.0377271
171,0.108202,0.0346731
172,0.0265788,-0.046179
173,0.000981567,-0.152377
174,-0.0231281,-0.115599
175,0.101026,-0.173269
176,-0.0608691,-0.100681
177,-0.0181978,0.0964648
178,0.0216108,-0.248673
179,-0.188158,-0.0966466
180,-0.0279842,0.200769
181,-0.0548856,0.01991
182,0.0629623,0.338967
183,-0.141382,-0.122104
184,0.0314108,0.0482234
185,-0.109034,0.194679
186,-0.0492829,0.00384299
187,0.0934615,0.0636944
188,-0.0370814,0.00288703
189,-0.0709215,-0.20665
190,-0.159183,-0.161362
191,0.149482,-0.1832
192,0.0785336,-0.229681
193,-0.193838,-0.0296409
194,-0.108376,-0.119042
195,0.0828167,-0.129178
196,-0.00293923,0.138622
197,0.0767285,0.0396791
198,0.192184,0.0536447
199,0.0879148,-0.000833732
200,-0.0349544,0.107078
201,0.035059,0.159436
202,-0.18588,-0.18579
203,-0.184014,-0.140118
204,0.150372,0.0278406
205,0.044068,-0.0588343
206,-0.00293294,0.0126194
207,-0.171119,-0.0560075
208,0.138854,0.197022
209,-0.0975306,0.0802049
210,0.118045,0.199171
211,-0.0410696,-0.0526785
212,0.0318723,0.0891899
213,0.169121,0.101787
214,-0.26018,-0.0195473
215,-0.113712,0.172227
216,0.0891391,-0.242576
217,0.188541,0.0901959
