GalaxyId,e1,e2
1,0.196258,-0.414592
2,0.0240280,-0.505799
3,0.347267,-0.00947462
4,-0.109688,-0.266254
5,0.223052,0.295543
6,0.00238439,-0.409507
7,0.0567378,-0.327379
8,-0.165587,-0.127896
9,0.0860358,0.0703531
10,0.161986,0.0722011
11,-0.251083,0.626551
12,0.233800,-0.108742
13,0.416618,0.476169
14,0.0823274,0.0725782
15,-0.0106571,-0.146539
16,0.179213,-0.490948
17,-0.0697859,0.463391
18,0.144742,-0.176944
19,0.156360,0.601707
20,-0.344095,-0.203337
21,0.0939404,0.378689
22,0.136008,0.324028
23,-0.213750,-0.200883
24,0.0137366,-0.0676951
25,0.125991,-0.193912
26,-0.230499,-0.483543
27,-0.229887,-0.0922677
28,0.163409,-0.930101
29,-0.382389,-0.0618279
30,0.551527,0.106948
31,0.0796378,0.254665
32,0.532664,0.297276
33,0.175721,0.286384
34,0.199951,0.266073
35,0.226777,0.0685231
36,0.132025,0.0745011
37,0.151406,-0.0732636
38,0.191922,0.0690802
39,-0.0591705,0.508173
40,0.374676,0.116160
41,0.106419,-0.250381
42,-0.444468,-0.359237
43,0.0165403,-0.0411496
44,0.0916133,0.0992329
45,0.0218001,0.116826
46,-0.0795105,-0.343586
47,-0.0683460,0.0672195
48,0.204798,0.492681
49,0.108196,-0.00631276
50,-0.249796,-0.120594
51,-0.268960,-0.120271
52,0.194762,-0.184525
53,0.0700965,0.291392
54,-0.0574884,-0.231994
55,-0.386974,-0.104338
56,0.358850,0.222274
57,-0.192376,-0.188507
58,0.0754185,-0.178256
59,-0.432452,-0.213002
60,-0.351316,-0.164653
61,-0.284723,-0.227366
62,-0.188071,0.000105011
63,-0.380228,0.0181174
64,-0.195496,-0.352731
65,0.290933,-0.288179
66,-0.0658843,0.616445
67,0.325430,-0.0781868
68,-0.670438,-0.708372
69,-0.0964142,0.299968
70,-0.353652,0.0504914
71,-0.0227917,-0.303833
72,0.0606607,0.436916
73,-0.196403,-0.147714
74,0.0394966,0.0955013
75,-0.151194,-0.109474
76,0.0832960,-0.0154325
77,-0.607951,0.0630626
78,0.140720,0.367837
79,0.392186,0.506551
80,-0.0937749,-0.334093
81,-0.301434,-0.416130
82,0.389253,0.248877
83,-0.0114702,0.197758
84,-0.244874,0.205096
85,0.128068,-0.210110
86,-0.198800,-0.141707
87,0.313592,-0.0987889
88,-0.558579,-0.101774
89,-0.196924,0.552621
90,0.197383,0.405881
91,0.161455,0.236927
92,-0.294680,0.102993
93,0.321635,0.176426
94,-0.114735,-0.228329
95,-0.0751218,0.358192
96,0.207240,0.200722
97,-0.171703,0.163713
98,-0.282972,0.214214
99,0.0208297,0.515371
100,-0.0564806,-0.0901515
101,0.189181,-0.438730
102,-0.150493,0.257676
103,-0.0202342,0.0694167
104,0.442352,0.148921
105,-0.152806,0.115894
106,0.190411,-0.0385501
107,-0.161885,0.376759
108,0.263442,0.0422093
109,-0.202889,0.386858
110,0.117191,-0.151165
111,-0.190930,-0.313837
112,0.424266,0.0983843
113,-0.242622,0.335714
114,-0.233212,-0.174748
115,-0.265863,0.249645
116,-0.137485,-0.327223
117,0.0707995,-0.213943
118,-0.130631,0.0358051
119,0.276408,-0.0849713
120,0.221793,-0.496887
121,0.00824503,-0.439920
122,-0.348772,0.503048
123,-0.0827214,0.140123
124,-0.0289256,0.189955
125,-0.00375308,0.0451431
126,-0.0377695,0.639944
127,0.0845788,0.137546
128,0.501266,0.228821
129,0.0478936,-0.321811
130,0.254705,0.289652
131,-0.314212,-0.304220
132,0.188079,-0.0403633
133,0.168952,0.0242490
134,-0.105217,0.426718
135,-0.111989,-0.248217
136,0.0733948,-0.00750431
137,-0.136485,0.400104
138,-0.304079,0.0434240
139,-0.377251,0.627082
140,-0.0412664,0.140857
141,-0.0425954,0.221385
142,-0.0755012,-0.362141
143,-0.129529,0.368374
144,0.0243245,-0.199609
145,0.238990,-0.225650
146,0.405591,-0.144824
147,0.254468,0.386846
148,0.338286,-0.211280
149,0.233539,0.201649
150,0.111768,-0.0831334
151,-0.533287,-0.614819
152,0.0277874,-0.0196261
153,-0.239134,-0.660793
154,-0.497354,-0.137677
155,0.150562,-0.297739
156,0.128823,0.295677
157,0.0600451,-0.532571
158,0.229262,-0.0702256
159,-0.485162,-0.411379
160,-0.411455,-0.360110
161,0.0626261,-0.248267
162,-0.160670,0.327257
163,-0.251708,0.294645
164,-0.154288,-0.334880
165,-0.514250,0.186541
166,0.464147,0.240026
167,0.257247,-0.708869
168,0.172139,0.152314
169,-0.191617,0.300925
170,0.173849,-0.0822198
171,-0.0762656,-0.0214053
172,-0.0707593,-0.496960
173,-0.184391,-0.190850
174,-0.00635114,-0.0320357
175,0.295049,-0.687705
176,0.124733,0.514695
177,0.461028,-0.615864
178,0.170283,-0.363369
179,0.183685,-0.851446
180,-0.122501,0.370502
181,0.0901095,0.236543
182,-0.495767,-0.172929
183,0.200212,0.233634
184,0.305051,-0.320040
185,0.334589,0.000789316
186,0.279502,-0.331482
187,0.188176,-0.380155
188,-0.263356,-0.352929
189,-0.0528345,-0.234631
190,0.317103,0.270665
191,0.532666,-0.105891
192,-0.0747500,-0.150183
193,-0.0635869,-0.0697213
194,-0.275214,-0.151934
195,-0.0512152,0.369890
196,0.270663,0.208156
197,0.156414,-0.482998
198,-0.0547459,-0.108449
199,0.344988,0.370325
200,-0.336909,0.199217
201,-0.234394,0.209840
202,0.0368941,0.122735
203,0.330470,-0.0254640
204,-0.0300720,-0.0189441
205,-0.0260141,-0.126373
206,-0.231517,0.636522
207,-0.181617,-0.265580
208,-0.0340854,-0.473086
209,-0.0299485,-0.0479735
210,0.460808,0.484411
211,0.0107551,-0.222654
212,0.186929,-0.120661
213,0.331679,0.0445610
214,-0.399341,-0.166514
215,0.0201230,0.0416861
216,-0.324702,-0.280107
217,-0.310792,-0.0922921
218,-0.0906942,0.224044
219,-0.270426,-0.0712160
220,0.109260,0.182808
221,-0.313453,-0.251216
222,0.518233,-0.112670
223,-0.0569867,-0.143266
224,0.223923,-0.201936
225,0.0649386,-0.367263
226,0.396326,0.240426
227,0.315381,-0.355373
228,0.473063,0.724442
229,-0.0898779,0.720250
230,-0.0165342,-0.0603821
231,-0.271321,0.170814
232,-0.0787701,-0.234325
233,0.413101,0.609287
234,-0.325333,-0.319492
235,-0.0772229,-0.318852
236,0.0419133,0.187813
237,0.185793,0.397277
238,-0.0808263,1.000000
239,0.216019,-0.0290845
240,0.156726,0.0479523
241,-0.166360,-0.160103
242,0.262399,0.268322
243,0.0600478,0.420094
244,0.0674089,-0.222320
245,0.261341,0.162952
246,-0.401400,-0.302529
247,0.410397,0.151064
248,-0.210992,-0.0759982
