Colonne 1,031,034,035,036,037,038,039,041,042,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,077,078,080,081,082,083,084,087,088,090,091,092,093,095,096,unknown
AA,0.113961237,0.65426972,0.120625657,0.427439061,0.110235215,0.729011144,0.227642545,0.755114656,0.584354915,0.388807983,0.525641888,0.430246721,0.545573544,0.942097956,0.448635774,0.205073567,0.641984842,0.211923223,0.83373697,0.026316779,0.419379535,0.438670029,0.820390478,0.394848172,0.097618235,0.636902259,0.126054737,0.968043102,0.98161511,0.211740932,0.234646832,0.07214255,0.607214969,0.851572313,0.502622244,0.466422604,0.672064702,0.509976381,0.223677294,0.291156071,0.349595688,0.787924259,0.415257753,0.493141901,0.579617998,0.582144991,0.295926067,0.402255022,0.836187487,0.918307694,0.546277713,0.108929743,0.43038015,0.880574098
AB,0.274564221,0.875165074,0.211883525,0.205362476,0.702076887,0.729699572,0.095705363,0.780491988,0.073152465,0.270889418,0.008740702,0.639485095,0.855927635,0.082612066,0.785144708,0.91518275,0.542265358,0.875755079,0.617317088,0.008694338,0.799827079,0.915092922,0.262577453,0.411942054,0.911217686,0.106643355,0.246073789,0.255890926,0.364717827,0.85037919,0.689738848,0.543090473,0.190477551,0.557792708,0.987185067,0.814949983,0.993159114,0.128616668,0.085360358,0.887002278,0.045323003,0.801285812,0.411644865,0.181436706,0.769865967,0.37179992,0.872740336,0.639232917,0.048449162,0.00257528,0.465972717,0.317856887,0.340674508,0.45199252
AC,0.070398871,0.639769977,0.601203529,0.36412075,0.469245548,0.547191908,0.562883089,0.12567018,0.078336663,0.694813929,0.714602537,0.669829441,0.853922185,0.531380944,0.986931458,0.681145375,0.655682715,0.738184024,0.558558423,0.551391714,0.05017505,0.826032477,0.931425103,0.949031143,0.172511411,0.972419618,0.340612357,0.197173813,0.659099439,0.483950401,0.711330486,0.743932963,0.740194788,0.864965894,0.316715949,0.167638501,0.217067391,0.986243234,0.52303338,0.485541319,0.594095777,0.130996489,0.277540787,0.147735527,0.99445584,0.101517696,0.493843853,0.92052461,0.685380945,0.610941008,0.611324291,0.130000641,0.68170032,0.626235985
AD,0.13756211,0.863303329,0.410080024,0.921078986,0.544443711,0.997783984,0.047496628,0.020570958,0.325525646,0.974796886,0.719755433,0.564139835,0.540928528,0.140234864,0.47991335,0.259174328,0.379773571,0.234566787,0.345156606,0.731904283,0.61257034,0.337044921,0.993351296,0.279885547,0.256108572,0.793386206,0.521505374,0.049636771,0.245067472,0.811602987,0.954295533,0.090351749,0.375532829,0.756069495,0.995004489,0.813658183,0.756523143,0.647497412,0.772070165,0.50483052,0.2676543,0.100237963,0.697963607,0.170907106,0.040878392,0.780752674,0.172609782,0.248872193,0.965474667,0.389031784,0.710263397,0.869208308,0.060197745,0.742680015
AE,0.017563469,0.30049139,0.126252823,0.728445397,0.507336143,0.00459479,0.187475162,0.332712523,0.089849827,0.649131277,0.642585811,0.499316195,0.466175956,0.071538534,0.49970386,0.944472094,0.130386137,0.473064383,0.451387773,0.270402264,0.410137486,0.282684585,0.076840409,0.846081718,0.829765759,0.855562424,0.365342985,0.242337259,0.495367607,0.328856245,0.52899871,0.744844474,0.013188649,0.463178976,0.677079986,0.885782028,0.055240748,0.41655297,0.896567533,0.601213319,0.900199644,0.860516883,0.938683709,0.526461913,0.866718317,0.873856124,0.180750312,0.79410009,0.684822609,0.941466927,0.932855217,0.638872298,0.975578889,0.502918224
AF,0.715873658,0.692488318,0.533845922,0.412678011,0.098399793,0.580950543,0.882167471,0.370277428,0.372424659,0.498551716,0.877808329,0.183541094,0.855405658,0.342780692,0.359613125,0.689912051,0.563989651,0.228298689,0.434596591,0.401910186,0.343927128,0.319503,0.559749766,0.270418843,0.119729408,0.377843666,0.191368858,0.62870843,0.311988784,0.495512534,0.435310642,0.640947619,0.17691893,0.174386182,0.944919822,0.433907322,0.282693086,0.199923788,0.537629406,0.825974641,0.403961539,0.042581012,0.712406769,0.060996936,0.464822782,0.033619053,0.960356652,0.724126488,0.08018791,0.25489909,0.322435481,0.850376954,0.90496609,0.412369239
AG,0.16939862,0.623726273,0.099628198,0.153598901,0.74549108,0.09797484,0.356090258,0.730279767,0.077706118,0.523856583,0.833860306,0.1577652,0.873521127,0.196011641,0.773045754,0.092226361,0.631563957,0.232505186,0.041633689,0.340038737,0.815447436,0.368878546,0.326640986,0.408178999,0.651192469,0.116122096,0.137464435,0.672814726,0.896690202,0.124798348,0.744313237,0.730457289,0.296108502,0.866654276,0.504539243,0.563267425,0.021774232,0.755926718,0.969907748,0.132153148,0.773171881,0.803621047,0.766509627,0.438811691,0.667667407,0.489527233,0.754643881,0.899864173,0.964444757,0.802500281,0.409521121,0.59225765,0.535634793,0.780121738
AH,0.203555797,0.633069995,0.440387155,0.444786651,0.822707418,0.240319251,0.63732709,0.442862132,0.168780591,0.989185723,0.438068553,0.280295862,0.553769873,0.16660162,0.765128935,0.160497783,0.2709791,0.445759827,0.410474651,0.620329499,0.952950745,0.596311973,0.238194916,0.048851362,0.437056213,0.722085243,0.094856683,0.767288971,0.813970744,0.045480232,0.927972599,0.482857514,0.385237492,0.304493091,0.671807895,0.080908821,0.821147704,0.077293234,0.945852285,0.297226733,0.988382177,0.215357021,0.377614768,0.759773784,0.148350966,0.915626078,0.231644401,0.140358061,0.183607207,0.651507001,0.71575905,0.069645156,0.599615737,0.626962041
AI,0.26656978,0.725803723,0.059442234,0.102782814,0.107174579,0.958028772,0.268009282,0.298494965,0.705219119,0.865705487,0.892111215,0.619343655,0.538357795,0.892964325,0.462655234,0.10200223,0.45504486,0.825385951,0.689892618,0.525196211,0.519740676,0.80284753,0.136585952,0.084157065,0.881310511,0.077661498,0.814024213,0.363264326,0.78429418,0.596556187,0.861879922,0.008537832,0.340410583,0.238879591,0.114831852,0.022199001,0.190711677,0.838497619,0.776097255,0.67264111,0.01726336,0.155678332,0.983357012,0.769736297,0.318146025,0.422112235,0.059810381,0.924305989,0.602703853,0.649632522,0.554968175,0.379154199,0.935747471,0.40379687
AJ,0.289637004,0.402076025,0.63309861,0.436775581,0.106033618,0.404169188,0.553160863,0.11788396,0.95463563,0.107682778,0.294692478,0.159448794,0.305991381,0.107902893,0.813562531,0.823934464,0.053234594,0.636120062,0.781957549,0.695748293,0.89661433,0.546926291,0.430329175,0.09082894,0.67806531,0.103168493,0.307219925,0.239803912,0.197999268,0.418566498,0.037368769,0.207270348,0.956112898,0.173145986,0.32632674,0.920700205,0.323688554,0.470897278,0.734025146,0.054815139,0.939940227,0.078571714,0.702209474,0.898605008,0.377168879,0.065988136,0.089793585,0.063213754,0.418560198,0.988606041,0.102034739,0.160978504,0.488830716,0.127190803
AK,0.083983274,0.17269527,0.427360351,0.477820943,0.360693201,0.037141544,0.879769167,0.537617449,0.425779435,0.397183168,0.803714614,0.109814543,0.061515113,0.863040335,0.743264861,0.611848573,0.688527893,0.892333044,0.39777183,0.819409641,0.946311153,0.27496687,0.990612841,0.208025042,0.261743087,0.075337316,0.488027586,0.387109175,0.346811585,0.510791979,0.73859283,0.621277055,0.802053508,0.21041998,0.10512417,0.433508291,0.084719087,0.919095992,0.334613384,0.763364891,0.736889746,0.861107726,0.009619615,0.137476824,0.176562582,0.804836006,0.830330164,0.304173643,0.360657434,0.257236763,0.414583966,0.259792111,0.222519926,0.456070413
AM,0.365552297,0.519543373,0.976153725,0.110713935,0.307915563,0.589268302,0.19722619,0.260083905,0.661629935,0.355747117,0.499721378,0.547949388,0.26278738,0.203023899,0.696874164,0.441146014,0.216270229,0.973541147,0.036687823,0.142158947,0.858405059,0.147939077,0.473153467,0.653623789,0.379834787,0.374633363,0.356493603,0.164474689,0.499651321,0.361544911,0.207399159,0.062933006,0.632531555,0.407846601,0.365845998,0.172010342,0.353979434,0.705937761,0.822112331,0.154743176,0.760569019,0.752560504,0.958490523,0.198021089,0.716138294,0.399274869,0.749933278,0.383994503,0.933319213,0.095423912,0.50158938,0.751581416,0.610969912,0.810178876
AN,0.583014954,0.945371129,0.942266093,0.298947203,0.117251035,0.69360606,0.060248754,0.757672241,0.680644057,0.375563874,0.038844912,0.454146815,0.951946746,0.266950082,0.618530663,0.093094136,0.18638445,0.814997008,0.773953337,0.326043876,0.36843995,0.053853476,0.02391901,0.206827743,0.931155223,0.441402956,0.281786359,0.006297346,0.225480143,0.999572442,0.741002216,0.201076619,0.911899969,0.24231903,0.201135303,0.526582299,0.842220535,0.61762834,0.366419886,0.406552797,0.190318983,0.718960528,0.228816631,0.001510756,0.775347229,0.892601203,0.547751962,0.057735866,0.821418663,0.401388363,0.927311748,0.404990996,0.077924896,0.330903762
AO,0.391749434,0.020175091,0.642712482,0.396097567,0.546486496,0.059269204,0.277357932,0.537736613,0.402213425,0.249400984,0.086438185,0.708729313,0.249460127,0.263339644,0.644213987,0.838553196,0.873932917,0.095992427,0.516665164,0.654034158,0.629634582,0.687528821,0.704952457,0.020042466,0.137721675,0.145861343,0.941860221,0.698144558,0.282269912,0.670217389,0.238675095,0.504861448,0.840541069,0.747821811,0.245088585,0.225148292,0.429405253,0.284989178,0.151038222,0.4080823,0.720563771,0.902318521,0.274081961,0.605529167,0.29337102,0.447303775,0.718857624,0.134490189,0.572097927,0.994756673,0.290289643,0.709876144,0.59295257,0.599707624
AP,0.003941694,0.489063705,0.589291594,0.516696816,0.424121965,0.732543285,0.671996223,0.392030366,0.067489264,0.506205566,0.824871433,0.520605829,0.843424828,0.199294616,0.679728591,0.843054548,0.075042841,0.719633213,0.473960686,0.019320932,0.604647691,0.106510455,0.197340248,0.448219808,0.404081413,0.365545523,0.668625144,0.616350979,0.119191884,0.793547991,0.035133497,0.149938666,0.058990755,0.095006039,0.876298524,0.292334104,0.896236458,0.061961895,0.704506766,0.217196813,0.327371481,0.781555629,0.260493799,0.762540836,0.639902644,0.448877251,0.366371517,0.773168165,0.503665125,0.062693973,0.953842129,0.662921866,0.857166044,0.764640743
AQ,0.748835267,0.866038429,0.405707847,0.250729408,0.23122169,0.396948589,0.174781501,0.718747728,0.172330118,0.46818124,0.557720961,0.815243487,0.44428494,0.051382637,0.551649684,0.724424563,0.845148368,0.172133017,0.950649167,0.066751113,0.836133199,0.180384467,0.5236116,0.275109157,0.643053032,0.721514406,0.983381629,0.463547757,0.707374662,0.872614002,0.445762501,0.989357398,0.526924843,0.130267197,0.831909718,0.502015538,0.685679213,0.627448506,0.539773699,0.30537366,0.705342159,0.632226335,0.205682475,0.091523638,0.757544906,0.342438524,0.191864382,0.766091687,0.233568973,0.944182634,0.728167417,0.372260692,0.711534504,0.288507081
AR,0.899318317,0.8588376,0.414214383,0.229719704,0.311027984,0.286889273,0.796791589,0.175119892,0.032030704,0.231107147,0.723058801,0.788568554,0.991911319,0.34159364,0.857839302,0.264539319,0.007121214,0.261157151,0.699319442,0.367355833,0.712696232,0.464092549,0.865007187,0.287168928,0.264866132,0.894538215,0.534233831,0.709327702,0.098707719,0.847115588,0.996450579,0.397252604,0.057627253,0.787584731,0.407000925,0.988648995,0.201703674,0.432080417,0.490221755,0.022128575,0.987686516,0.855152812,0.978659411,0.085291955,0.445355556,0.408259677,0.759683483,0.425286189,0.829401957,0.783724586,0.661187671,0.195361045,0.600285266,0.923107503
AS,0.03172467,0.166140895,0.185525998,0.039138254,0.162216311,0.226857114,0.095477198,0.524777018,0.887433699,0.479291495,0.842511413,0.636854149,0.128698513,0.335905315,0.480187974,0.114154233,0.700413683,0.520390561,0.941245186,0.101070674,0.463297457,0.264157367,0.918622567,0.652439989,0.567993404,0.448037087,0.256936506,0.764054178,0.976378883,0.785537855,0.535316481,0.494534664,0.710917783,0.77999837,0.41326028,0.067323848,0.452160458,0.319632113,0.543740536,0.270503636,0.988151117,0.36863801,0.782308379,0.030104619,0.248193011,0.545399334,0.064398519,0.796030011,0.811523347,0.616099574,0.291024307,0.762603913,0.678846719,0.128872803
AT,0.840860132,0.025258577,0.846932925,0.318748194,0.120270078,0.538829195,0.570208294,0.070548238,0.461133496,0.150206615,0.860591418,0.65377707,0.277145762,0.827137374,0.83970257,0.378792376,0.27793987,0.417368854,0.435255527,0.847756767,0.723211071,0.389240761,0.561518919,0.56400111,0.949984751,0.1348363,0.698422622,0.07512384,0.420911397,0.409854824,0.225322855,0.211063114,0.354742366,0.145903084,0.924166911,0.205754047,0.304674738,0.515669073,0.369546182,0.100777102,0.381790909,0.630671056,0.309643019,0.378459738,0.229229758,0.000455577,0.718641691,0.668758355,0.939016485,0.883441069,0.326394135,0.430426819,0.213391084,0.36726334
AU,0.21641194,0.639049317,0.138937558,0.519133586,0.255698761,0.964256081,0.232205188,0.245613397,0.025808241,0.205175214,0.185991007,0.635457007,0.853739797,0.945026741,0.851876791,0.993096575,0.640119447,0.305816622,0.43974957,0.375142182,0.958506182,0.355383033,0.026350981,0.710389883,0.781593998,0.305577735,0.435808983,0.284341777,0.767635941,0.737500569,0.407717259,0.180466639,0.630468618,0.140370182,0.900082818,0.681371046,0.792919483,0.116567311,0.226961009,0.2521742,0.833067223,0.057976172,0.661895813,0.69556527,0.267206058,0.599386451,0.098745854,0.554067441,0.239205748,0.496350904,0.669795684,0.783523304,0.50705791,0.688455397
AV,0.604996267,0.408273075,0.368913608,0.890493508,0.575574662,0.266743219,0.000438967,0.027246905,0.908805451,0.142885957,0.87852499,0.471260863,0.082617779,0.512761907,0.535556987,0.109302632,0.534027085,0.081851362,0.06020612,0.381113662,0.347693453,0.660472269,0.224319523,0.678730092,0.312608901,0.559358195,0.581329407,0.742903919,0.921266803,0.385876687,0.622936717,0.675473183,0.763317918,0.309462948,0.635385836,0.353671997,0.802385254,0.970361454,0.899693189,0.645527571,0.949390695,0.216021987,0.884827239,0.715208779,0.666696103,0.67146744,0.297699775,0.969476257,0.209351975,0.069551913,0.861212495,0.722336441,0.208624943,0.1427549
AW,0.180867047,0.654543652,0.819101764,0.940030997,0.00954674,0.576193998,0.322735021,0.391724173,0.424588816,0.12293009,0.448506144,0.844121638,0.697533939,0.744839206,0.347003697,0.567681106,0.446829646,0.522795036,0.875682422,0.337004875,0.522621446,0.721357419,0.828004831,0.150366071,0.77656582,0.639130413,0.273495082,0.118086071,0.003953183,0.633465561,0.541532871,0.917350553,0.758051674,0.748882668,0.846849843,0.240044291,0.992316931,0.487856205,0.275169223,0.235016706,0.416784856,0.05178648,0.67029804,0.53793558,0.209419336,0.103573347,0.810810664,0.741349638,0.369314754,0.835388371,0.945174376,0.845543886,0.814328926,0.610881648
AX,0.695713966,0.823080316,0.021857797,0.336269293,0.091057312,0.77697899,0.117321472,0.912761282,0.337330984,0.589555734,0.621697029,0.775867194,0.613780542,0.269023519,0.651706782,0.895391614,0.712094034,0.849032436,0.765642988,0.619944955,0.282223274,0.646950826,0.539710369,0.725393161,0.16108678,0.989874147,0.384031208,0.077273167,0.415962539,0.582959596,0.210456923,0.229670314,0.247901643,0.531064459,0.131334261,0.948701738,0.92758652,0.754714096,0.638579629,0.53383209,0.726401526,0.556689586,0.139102882,0.672830135,0.61704418,0.992625904,0.229377087,0.851081533,0.645964701,0.958373875,0.54509473,0.690340145,0.908598611,0.466142008
AY,0.269284661,0.598157351,0.318202094,0.344169258,0.104623859,0.235971219,0.716760507,0.547560721,0.888154173,0.347257244,0.874711331,0.702776573,0.305329398,0.773003101,0.002426993,0.024553963,0.715608021,0.339238886,0.434169526,0.930809658,0.689500982,0.388490063,0.720530577,0.716546333,0.062378121,0.69877467,0.710328107,0.033086931,0.902812148,0.675811506,0.734866228,0.256439895,0.122428155,0.394828886,0.270829339,0.639342916,0.726602564,0.563628535,0.082474424,0.117580783,0.077568665,0.963008285,0.752105565,0.791614313,0.7194196,0.066801534,0.618558528,0.525283437,0.725856195,0.101932712,0.455156932,0.690459595,0.802677118,0.684155503
AZ,0.784172441,0.223013741,0.347263918,0.381878983,0.466199109,0.778085171,0.078957202,0.00915004,0.17578157,0.846687681,0.016298794,0.057389373,0.28682421,0.843091743,0.276803982,0.769814742,0.253521332,0.952349155,0.398666143,0.043579008,0.918517646,0.065909907,0.00494273,0.653354279,0.961086096,0.567729738,0.952198795,0.765484213,0.919364266,0.916185885,0.30371126,0.944825586,0.40207552,0.848926197,0.005406713,0.609430101,0.797289648,0.321293561,0.725137289,0.496077445,0.588008469,0.217570296,0.4502495,0.456872487,0.123539411,0.974827716,0.161307425,0.943633644,0.941561861,0.779966272,0.367012616,0.419359051,0.652762036,0.107068736
BA,0.230296766,0.908837668,0.535080799,0.576378229,0.710818888,0.403526791,0.428461174,0.099036794,0.07159576,0.921127438,0.45836971,0.66356847,0.322477282,0.084734972,0.086417633,0.048625442,0.659334397,0.925743133,0.535663828,0.426554057,0.974679878,0.506367195,0.790764757,0.901737762,0.576512537,0.898285643,0.653534007,0.140788096,0.919268218,0.220479207,0.829472415,0.123767395,0.566497661,0.303147029,0.54349837,0.176735214,0.938070473,0.287909518,0.468604328,0.284050416,0.619586958,0.739982262,0.646667627,0.717099937,0.929803772,0.205587328,0.621825976,0.855354889,0.518721657,0.064975846,0.093731764,0.54487293,0.32315071,0.809032202
BB,0.799739567,0.49667111,0.228106515,0.674755216,0.932744342,0.53872164,0.098786538,0.078601833,0.25274802,0.851916574,0.186137259,0.397378726,0.806909959,0.276089445,0.441945329,0.637877245,0.796275748,0.907884383,0.068543873,0.815324762,0.315167195,0.734770208,0.864422972,0.710934284,0.000785287,0.275494775,0.98548468,0.305851187,0.351336143,0.15919195,0.51138141,0.731584721,0.141254961,0.612524002,0.976986545,0.523578313,0.543780098,0.318810301,0.12620753,0.706274434,0.082336423,0.47873594,0.334661737,0.923476683,0.613347048,0.393805272,0.635761936,0.718600821,0.649784784,0.616271927,0.466566182,0.139537571,0.221050206,0.395921262
BC,0.574295039,0.801065195,0.992007565,0.460133882,0.999581038,0.867384156,0.994987654,0.603400327,0.254797429,0.564326372,0.237178931,0.765987938,0.185469702,0.163348099,0.630778668,0.34525265,0.112145889,0.204708371,0.876923132,0.184735317,0.535576562,0.547081474,0.912998125,0.998146431,0.998875646,0.887600231,0.129030367,0.918713,0.304674953,0.411526877,0.8337583,0.147255662,0.614131849,0.09703639,0.989550187,0.666101299,0.667617882,0.539518763,0.302288358,0.905970521,0.239964418,0.599845877,0.442672716,0.677488451,0.902757675,0.700701347,0.519884178,0.813574312,0.983366138,0.552570611,0.710186891,0.766620186,0.401106357,0.145408029
BD,0.968364595,0.77087417,0.745151902,0.020276964,0.760170069,0.927290574,0.705326951,0.610638367,0.918226957,0.72380892,0.307699888,0.333138979,0.012178975,0.482690203,0.10437696,0.505238772,0.240112353,0.267491824,0.732648687,0.860994453,0.225189627,0.244452139,0.00094999,0.631478428,0.143989152,0.238775228,0.123776394,0.046800444,0.018274999,0.857699296,0.689137071,0.366742915,0.710740926,0.397879534,0.504768215,0.815822706,0.478584288,0.579948866,0.21227711,0.159370313,0.108161283,0.452904515,0.12234201,0.431490205,0.626921111,0.903867323,0.861318589,0.701835082,0.471611982,0.71238764,0.398444513,0.629340145,0.27360497,0.79038921
BE,0.689170728,0.547886449,0.738638563,0.994272611,0.678304414,0.922243803,0.496773263,0.855522877,0.978504384,0.030155031,0.229784389,0.995029557,0.196224691,0.689666789,0.054519002,0.173184504,0.71527051,0.057286976,0.150450801,0.869283109,0.392640305,0.504593749,0.516989225,0.01029864,0.392347594,0.048617053,0.915473113,0.460882068,0.630982301,0.543616752,0.166901917,0.613754372,0.083306966,0.876832837,0.85904463,0.820050863,0.030072147,0.380252008,0.414657773,0.633155844,0.496883125,0.122311701,0.038639844,0.021839901,0.829292193,0.14682805,0.911612886,0.289016395,0.928205792,0.658593347,0.498053575,0.110367297,0.744419998,0.41382346
BF,0.26175442,0.679816869,0.165445677,0.970779333,0.708147175,0.512478241,0.905912258,0.886417698,0.821799535,0.359137969,0.703340723,0.395620957,0.565927404,0.043075764,0.409257395,0.332235423,0.653868361,0.898562642,0.265811912,0.163994377,0.822383608,0.978121787,0.356201696,0.085538411,0.887534776,0.800947244,0.013194441,0.756781426,0.375447488,0.195845813,0.191076323,0.089481838,0.139058256,0.425822333,0.058009177,0.049319591,0.805431687,0.44898171,0.091082888,0.415138872,0.085050105,0.902368727,0.211051359,0.678361358,0.446707282,0.540652432,0.386717024,0.589849425,0.214589572,0.763740428,0.486708002,0.115385565,0.536490889,0.924585837
BG,0.870584751,0.42990442,0.645047687,0.517237553,0.061625528,0.767386547,0.858069304,0.001316336,0.245747969,0.503102015,0.723530594,0.137584853,0.480900308,0.575356672,0.655835192,0.351007362,0.017523241,0.511882099,0.555606306,0.323583568,0.923522801,0.716546284,0.123398321,0.438597203,0.847921814,0.897033992,0.111152516,0.445312749,0.497749143,0.176265394,0.578721081,0.2494527,0.324748866,0.426427796,0.202527705,0.680049877,0.103710917,0.613062185,0.794909059,0.386167096,0.179048266,0.408006094,0.779466996,0.113737747,0.49086825,0.537438462,0.206276062,0.645687962,0.482456774,0.810297881,0.48748168,0.625629825,0.125469931,0.975532105
BH,0.320769716,0.702322073,0.031312665,0.528419513,0.610244418,0.011557874,0.225830107,0.593419244,0.704064321,0.258274395,0.408237678,0.508577413,0.537987955,0.866156164,0.900825853,0.919929522,0.814940435,0.723741102,0.452421719,0.64468599,0.369598387,0.778224046,0.111885584,0.924839011,0.711398026,0.738111811,0.970414139,0.158441742,0.399211369,0.871221235,0.386107205,0.469507489,0.137618814,0.754681691,0.609814723,0.471122476,0.521882666,0.225152309,0.816241004,0.072463111,0.073375346,0.727278753,0.494123534,0.733575009,0.14640569,0.263857455,0.321205963,0.413699707,0.651741528,0.894479174,0.33570642,0.252259478,0.508491318,0.1274721
BI,0.680934301,0.077605759,0.488587826,0.218586981,0.15163162,0.958911368,0.079123917,0.84699528,0.68690937,0.182577249,0.934191452,0.287878701,0.013961939,0.958927474,0.131149962,0.284548874,0.549896053,0.652563127,0.170206081,0.774071222,0.902408252,0.394868455,0.855524234,0.434158439,0.636955925,0.038122983,0.081286424,0.866949303,0.608509121,0.180096028,0.886177088,0.262695987,0.299153149,0.319766023,0.477229209,0.911489593,0.167716196,0.094090158,0.745244212,0.854091155,0.116470174,0.046347201,0.841406115,0.366850365,0.262172875,0.578623846,0.880561379,0.74660893,0.518770964,0.014330491,0.819134247,0.562036019,0.175157194,0.995353157
BK,0.342432859,0.069086881,0.59443526,0.920762707,0.028448181,0.081039016,0.069083099,0.881243801,0.168538207,0.360562445,0.749292259,0.740081616,0.225654354,0.577152808,0.71933454,0.637071566,0.877691922,0.264142005,0.782289371,0.796919086,0.652429658,0.468781124,0.308156455,0.2580089,0.16051112,0.754995574,0.698816899,0.422352356,0.796227634,0.189219973,0.845281862,0.71665923,0.732166056,0.359917336,0.584964245,0.346146078,0.122283055,0.145841656,0.749878555,0.043402318,0.251063958,0.640367446,0.70235748,0.559502504,0.759758554,0.210878709,0.429199837,0.931189872,0.223396092,0.819041913,0.138179893,0.766465344,0.653596607,0.028834961
BL,0.650084472,0.213108049,0.428892636,0.956472246,0.222660848,0.98320948,0.951403381,0.3074567,0.965505349,0.421791617,0.098508965,0.133947306,0.581830765,0.148538945,0.15709311,0.981689372,0.695435283,0.875398099,0.939057604,0.853026002,0.228911042,0.902375068,0.325988212,0.613336414,0.272506387,0.685128495,0.859623808,0.210003276,0.108723423,0.541878187,0.523030737,0.351523481,0.066196747,0.98640322,0.307396085,0.726560491,0.988351215,0.123803161,0.082684513,0.986829572,0.464462257,0.379134654,0.93857417,0.145536398,0.495395311,0.982321561,0.847901681,0.835346141,0.996596338,0.614863976,0.787895965,0.992799285,0.864478435,0.188447041
BM,0.000581158,0.68074175,0.008488767,0.586846616,0.286501618,0.64147013,0.473177464,0.906327352,0.331319425,0.79047479,0.629333446,0.475609038,0.069099364,0.693214865,0.87408255,0.158488539,0.473510789,0.930692111,0.092455114,0.064862526,0.977302666,0.726156762,0.703959936,0.852585415,0.323768323,0.104670269,0.317921702,0.606062832,0.040365971,0.14726106,0.19822457,0.234053552,0.201746357,0.614167389,0.853030028,0.361948723,0.836338989,0.103601864,0.492571159,0.539282362,0.699406913,0.616566021,0.60438351,0.725076379,0.834499407,0.235852052,0.965978848,0.067325907,0.208892036,0.994211358,0.613861684,0.276960914,0.98384657,0.943770433
BN,0.473792285,0.02121914,0.6038593,0.255943666,0.807068699,0.912281625,0.176260479,0.304239848,0.758246449,0.87142094,0.633931389,0.991011936,0.709541094,0.414985245,0.314727425,0.865896133,0.513301736,0.577416826,0.411724527,0.942138496,0.387938583,0.368603688,0.35746503,0.240424417,0.46846806,0.417562644,0.637565152,0.042249255,0.580637863,0.180118344,0.454312667,0.074702679,0.141630856,0.661529149,0.975904963,0.624820162,0.210959513,0.62073507,0.429961374,0.216709352,0.569301349,0.85064502,0.887047475,0.596207483,0.137489769,0.39655158,0.015759945,0.390354447,0.416627832,0.560777611,0.320252979,0.718511972,0.990696734,0.287615655
